0,0,comments
0,0,"fact is you have yet to post any actual information from any source about the redo. you quote sales numbers. the sales figure you quoted, fact says they sold the same amt of car ytd as they did in 2011- so they are flat by your estimates. you stated the obvious that they are in the 7th year with the current car, and while i agree they need a refresh i have not seen any word on this coming, but you stated fact that they are a go for 2013, maybe a spy shot or 2 of infinitis main seller. i would like to see the press release or a car mag that infact states this is true- not some comment about the nissan, a car that's for sure the same body style bit 90% of its sales are 4cyl, is fwd, and uses a cvt- 3 major differences when doing a redu. its great to have an opionion but it's not fact no matter how many times you write it."
0,0,"the argument here against cr is weak at best - owners of certain bmw 
s are on guard after one mention of a bad review. to start the argument with the toyota stuff was terrible - but to go after consumers (of said car) and call into question the validity of such survey without any real proof of wrongdoing is crazy. the mag has been around since the 30's and has 7m paid subscribers - its not some mickey mouse organization."
0,0,edmunds seems to like driving the tesla model 3 a little bit more than a bmw bmw....
0,0,"although i'm sure many bmw fanboys have pretty much written if off already. 

which is to be expected. after all, they don't call them ""fanboys"" for nothing."
0,0,"the is is a little tight (6'3"" 250 ish...). i have to lean the seat back a bit and sometimes my head hits the driver hand-grab.

i usually find the german car are more generous with head room; i drove a new ""man"" volkswagen with plenty headroom...same with the older volkswagen/volkswagen.

the st did get my attention. it reminds me of the audi (volkswagen) 2.0t in its various forms; good torque slight burble/grumble when you open it up.

yup, austin, one of the options i wish i had was the cooled seat (i recall the cts having great ones). nothing worse than having your forehead frozen (not enough head room for the air to circulate) and your back sweaty in the tx heat (friday parking lot temp...109).

i generally prefer smaller car. my first car as a teenager was an old (13 year old) 924 (tough to maintain a porsche on a dishwasher salary  ). 

it may be the years setting in...but i recently drove a new ford and though...wow...nice room"
0,0,"yes porsche does have a nice long list of options, i was looking at a caynne gts, however when i optioned it out how i want it, it was 93k...."
0,0,"well, not much of a loss."
0,0,i appointed myself.
0,0,"let's see here, forgetting for a moment that the honda in 2005 cost well over twice the price of a 2011 bmw, comparing a purpose built two-seat sports car to a four-door family/sports sedan isn't a terribly relevant exercise. that said, my bet is that a 2011 bmw sp will take it to the honda on any number of tracks, maybe even the majority of tracks. i mean geez, a couple of years ago honda sponsored a race on a tight road course in japan to compare their various performance car, and a jdm honda si gave the honda all it could handle. in the end, the honda would run away on the straights and the honda would just reel it back in on the twisty bits."
0,0,doubtful..
0,0,"i mentioned the rpm at cruising speeds in the s3.
the edmunds test specs show rpm at 70 = 2500.
as one other data point, my dodge would be traveling 
at approx. 120 mph at 2500 rpm in 8th gear.
- ray
just sayin' ....."
0,0,"could you elaborate? that is, do you mean you think ""part of the rise of car with awd. . .etc"" is not marketing?

does this mean you think it is all marketing? 

i talk with people who are shopping for car all the time and these people, some of them buying high buck, mid buck and low buck car (domestic and not domestic) seem ""proud"" to add ""i ordered my new 300 w/awd,"" etc.

these, sometimes, are people i never knew would have even been much aware of awd. i imagine these comments are ""in part"" marketing (that is, me too) influenced.

just curious. :confuse:"
0,0,"that won't help those of us who are manual transmission bigots. 

best regards,
shipo"
0,0,"""i'm at 30k miles on my 2014 s4 -- and i must say, every time i get behind the wheel is better than the time before.""

that's what i like to hear. automotive happiness."
0,0,"mark...cool! as nyc said, great write-up.

i'm familiar with both columbia and hidy. funny that hidy was trying to sell a car that was on columbia's lot.

interesting about carwoo, also. personally, i don't care if dealers know my identity. but, i can see where if you didn't want to be bothered with having them contact you where it might be useful.

anyway, that tl is a very nice ride. you'll like it during the time you have it parked in your driveway.

funny about audis. when i was looking several months ago, s4s were on my shopping list. the cincinnati dealer told me they had such limited stock of everything because the factory wasn't shipping them as many car. that included their volume model the audi. they had one s4, but it wasn't even close to what i was looking for, and it was a demo.

the audi store in dayton had one, but it was a 2k mi trade-in (wonder how much of a bath that owner took) who wanted the (then new) audi instead.

beechmont had the best selection with 4 s4s at the time. but, like you, i couldn't see where the price delta was worth it to pay that much more over the similar tl sh awd.

bmw is offering to do a factory performance retrofit on my bmw, which would up both the hp and the torque by about 7%. understand, i believe that bmw is stretching the truth about how much hp and torque the bmw motor is putting out in factory trim (it's a lot more). the kicker, i can do the facotry performance upgrade at my dealership, complete with normal bmw warranty for $600. 

i'm debating if i'll want it. my car's already as fast as greased lightening, how much more could i want? but, we're talking 20 extra ponies here."
0,0,"jeffm5 said:i've never been to europe, but my wife visited italy about 3 yrs. ago. her interactions with the locals were very positive. she'd love to go back. as for the ""surly french"" - i've heard that same comment from many americans of varied backgrounds who've visited france. my opinion is if it wasn't for americans like my late father who participated in d-day they would be speaking german now. and my late aunt told that to a surly sales person she had an unpleasant interaction with in paris. god bless america!! 

fn, thank you so much for going to the trouble of posting your travels and pics. very enjoyable and enlightening.
couldn't the french claim that if it wasn't for them we'd still be speaking england's version of english?"
