0,0,comments
0,0,bmw audi lexus cadillac honda price miles engine performance sport
0,0,"Fact is you have yet to post any actual information from any source about the redo. You quote sales numbers. The sales figure you quoted, fact says they sold the same Amt of cars ytd as they did in 2011- so they are flat by your estimates. You stated the obvious that they are in the 7th year with the current car, and while I agree they need a refresh I have not seen any word on this coming, but you stated Fact that they are a go for 2013, maybe a spy shot or 2 of Infinitis main seller. I would like to see the press release or a car mag that inFact states this is true- not some comment about the Altima, a car that's for sure the same body style bit 90% of its sales are 4cyl, is fwd, and uses a cvt- 3 major differences when doing a redu. Its great to have an opionion but it's not Fact no matter how many times you write it."
0,0,"The argument here against CR is weak at best - owners of certain BMW 
S are On guard after one mention of a bad review. To start the argument with the Toyota stuff was terrible - but to go after consumers (of said cars) and call into question the validity of such survey without any real proof of wrongdoing is crazy. The mag has been around since the 30's and has 7m paid subscribers - its not some Mickey Mouse organization."
0,0,Edmunds seems to like driving the Tesla Model 3 a little bit more than a BMW 3-series....
0,0,"Although I'm sure many BMW fanboys have pretty much written if off already. 

Which is to be expected. After all, they don't call them ""fanboys"" for nothing."
0,0,"The IS is a little tight (6'3"" 250 ish...). I have to lean the seat back a bit and sometimes my head hits the driver hand-grab.

I usually find the German cars are more generous with head room; I drove a new ""man"" beetle with plenty headroom...same with the older Golf/Rabbit.

The ST did get my attention. It reminds me of the Audi (VW) 2.0T in its various forms; good torque slight burble/grumble when you open it up.

Yup, Austin, one of the options I wish I had was the cooled seats (I recall the CTS having great ones). Nothing worse than having your forehead frozen (not enough head room for the air to circulate) and your back sweaty in the TX heat (Friday parking lot temp...109).

I generally prefer smaller cars. My first car as a teenager was an old (13 year old) 924 (tough to maintain a Porsche on a dishwasher salary  ). 

It may be the years setting in...but I recently drove a new Explorer and though...wow...nice room"
0,0,"Yes porsche does have a nice long list of options, I was looking at a Caynne GTS, however when I optioned it out how I want it, it was 93K...."
0,0,"Well, not much of a loss."
0,0,I appointed myself.
0,0,"Let's see here, forgetting for a moment that the NSX in 2005 cost well over twice the price of a 2011 335i, comparing a purpose built two-seat sports car to a four-door family/sports sedan isn't a terribly relevant exercise. That said, my bet is that a 2011 335i SP will take it to the NSX on any number of tracks, maybe even the majority of tracks. I mean geez, a couple of years ago Honda sponsored a race on a tight road course in Japan to compare their various performance cars, and a JDM Civic SI gave the NSX all it could handle. In the end, the NSX would run away on the straights and the Civic would just reel it back in on the twisty bits."
0,0,Doubtful..
0,0,"I mentioned the RPM at cruising speeds in the S3.
The Edmunds test specs show RPM at 70 = 2500.
As one other data point, my Charger would be traveling 
at approx. 120 MPH at 2500 RPM in 8th gear.
- Ray
Just sayin' ....."
0,0,"Could you elaborate? That is, do you mean you think ""part of the rise of cars with AWD. . .etc"" is NOT marketing?

Does this mean you think it is ALL marketing? 

I talk with people who are shopping for cars all the time and these people, some of them buying high buck, mid buck and low buck cars (domestic and not domestic) seem ""proud"" to add ""I ordered my new 300 w/AWD,"" etc.

These, sometimes, are people I never knew would have even been much aware of AWD. I imagine these comments are ""in part"" marketing (that is, me too) influenced.

Just curious. :confuse:"
0,0,"That won't help those of us who are manual transmission bigots. 

Best Regards,
Shipo"
0,0,"""I'm at 30K miles on my 2014 S4 -- and I must say, every time I get behind the wheel is better than the time before.""

That's what I like to hear. Automotive happiness."
0,0,"Mark...cool! As NYC said, great write-up.

I'm familiar with both Columbia and Hidy. Funny that Hidy was trying to sell a car that was on Columbia's lot.

Interesting about CARWOO, also. Personally, I don't care if dealers know my identity. But, I can see where if you didn't want to be bothered with having them contact you where it might be useful.

Anyway, that TL is a very nice ride. You'll like it during the time you have it parked in your driveway.

Funny about Audis. When I was looking several months ago, S4s were on my shopping list. The Cincinnati dealer told me they had such limited stock of everything because the factory wasn't shipping them as many cars. That included their volume model the A4. They had one S4, but it wasn't even close to what I was looking for, and it was a demo.

The Audi store in Dayton had one, but it was a 2K mi trade-in (wonder how much of a bath that owner took) who wanted the (then new) A7 instead.

Beechmont had the best selection with 4 S4s at the time. But, like you, I couldn't see where the price delta was worth it to pay that much more over the similar TL SH AWD.

BMW is offering to do a factory performance retrofit on my 335i, which would up both the HP and the torque by about 7%. Understand, I believe that BMW is stretching the truth about how much HP and torque the 335i motor is putting out in factory trim (it's a lot more). The kicker, I can do the facotry performance upgrade at my dealership, complete with normal BMW warranty for $600. 

I'm debating if I'll want it. My car's already as fast as greased lightening, how much more could I want? But, we're talking 20 extra ponies here."
0,0,"jeffm5 said:I've never been to Europe, but my wife visited Italy about 3 yrs. ago. Her interactions with the locals were very positive. She'd love to go back. As for the ""surly French"" - I've heard that same comment from many Americans of varied backgrounds who've visited France. My opinion is if it wasn't for Americans like my late father who participated in D-Day they would be speaking German now. And my late Aunt told that to a surly sales person she had an unpleasant interaction with in Paris. God Bless America!! 

FN, thank you so much for going to the trouble of posting your travels and pics. Very enjoyable and enlightening.
Couldn't the French claim that if it wasn't for them we'd still be speaking England's version of English?"
